Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle,Current,Voltage,Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),Time,Power_W,Energy_Wh,dV_dt
3196,3229.3411755567795,2015-10-16 10:28:07,3169.3401080014187,2,1,0.9999093792964402,0.7791119266363815,0.880346944653891,0.0,3.288977318931018,0.0,9.722709364723414e-05,0.0,0,0,0,3228.0,3.8250527323033907,3.288645293177842,0.0001621246337890625
3197,3230.3412290250117,2015-10-16 10:28:08,3170.34016158995,2,1,0.999818728803037,0.7791119266363815,0.880624726300988,0.0,3.290039689620064,0.0,6.480216688942164e-05,0.0,0,0,0,3229.0,3.824359047425432,3.28970761513546,0.0
3198,3231.3567794873143,2015-10-16 10:28:09,3171.355711946991,2,1,0.999818728803037,0.7791119266363815,0.880906812414427,0.0,3.291118554264214,0.0,3.24249267578125e-05,0.0,0,0,0,3230.0,3.824359047425432,3.290769937093078,0.0
3199,3232.372415411958,2015-10-16 10:28:11,3172.37134788166,2,1,0.9997281080994771,0.7791119266363815,0.881188931768691,0.0,3.292197571671345,0.0,0.0,0.0,0,0,0,3232.0,3.8236655905083268,3.2928941957544713,0.0
3200,3233.3879934628076,2015-10-16 10:28:12,3173.3869259325093,2,1,0.9999093792964402,0.7793025015232671,0.881471019311055,0.0,3.293276480118422,0.0,6.480216688942164e-05,0.0,0,0,0,3233.0,3.825376785871754,3.2939568004172135,0.00032401084899902344
3201,3234.403620886329,2015-10-16 10:28:13,3174.402553356031,2,1,0.999818728803037,0.7793025015232671,0.881753124452389,0.0,3.294355478011233,0.0,6.480216688942164e-05,0.0,0,0,0,3234.0,3.8246830422257005,3.295019212373387,0.0
3202,3235.4037638419027,2015-10-16 10:28:14,3175.4026964068416,2,1,0.9999093792964402,0.7793025015232671,0.882030929765819,0.0,3.295418050000946,0.0,6.480216688942164e-05,0.0,0,0,0,3235.0,3.825376785871754,3.296081817036129,0.0
3203,3236.419204912409,2015-10-16 10:28:15,3176.418137382111,2,1,0.999818728803037,0.7793977188508576,0.882312987864603,0.0,3.296496916134343,0.0,6.480216688942164e-05,0.0,0,0,0,3236.0,3.82484492042245,3.2971442739584687,0.00016188621520996094
3204,3237.4348924252295,2015-10-16 10:28:16,3177.433824889919,2,1,0.999818728803037,0.7793977188508576,0.882595108965789,0.0,3.297576036253919,0.0,3.237724376958795e-05,0.0,0,0,0,3237.0,3.82484492042245,3.298206730880808,0.0
3205,3238.450712492396,2015-10-16 10:28:17,3178.44964502726,2,1,0.9999093792964402,0.7794930764101526,0.882877275136735,0.0,3.298655341432297,0.0,6.480216688942164e-05,0.0,0,0,0,3238.0,3.825700839440117,3.29926942555843,0.0001621246337890625
3206,3239.4650783514153,2015-10-16 10:28:18,3179.4640107910423,2,1,0.999818728803037,0.7795884339694481,0.883155004322865,0.0,3.299717712264401,0.0,9.722709364723414e-05,0.0,0,0,0,3239.0,3.8251691536294885,3.3003319725455493,0.0001621246337890625
3207,3240.4658461745453,2015-10-16 10:28:19,3180.464778614172,2,1,0.999818728803037,0.7795884339694481,0.883437026449483,0.0,3.300796513217066,0.0,6.4849853515625e-05,0.0,0,0,0,3240.0,3.8251691536294885,3.3013945195326686,0.0
3208,3241.466026999209,2015-10-16 10:28:20,3181.4649595591354,2,1,0.9997281080994771,0.7794930764101526,0.883714849008552,0.0,3.301859277449241,0.0,0.0,0.0,0,0,0,3241.0,3.8243134626113005,3.3024568288278386,-0.0001621246337890625
3209,3242.466084131546,2015-10-16 10:28:21,3182.4650166012475,2,1,0.999818728803037,0.7796836512970382,0.883992636724374,0.0,3.302921916809252,0.0,9.722709364723414e-05,0.0,0,0,0,3242.0,3.825331031826238,3.303519420781124,0.00032401084899902344
3210,3243.481630243038,2015-10-16 10:28:22,3183.4805627077276,2,1,0.999818728803037,0.7796836512970382,0.884274719264379,0.0,3.304001004709526,0.0,6.480216688942164e-05,0.0,0,0,0,3243.0,3.825331031826238,3.304582012734409,0.0
3211,3244.4816346644084,2015-10-16 10:28:23,3184.4805672243347,2,1,0.9999093792964402,0.7796836512970382,0.884552503051856,0.0,3.305063670891072,0.0,6.480216688942164e-05,0.0,0,0,0,3244.0,3.82602489300848,3.3056447974269116,0.0
3212,3245.4964759697286,2015-10-16 10:28:24,3185.4954084945675,2,1,0.999818728803037,0.7797790088563337,0.884830260333941,0.0,3.306126238474342,0.0,6.480216688942164e-05,0.0,0,0,0,3245.0,3.825493148429757,3.3067074344125866,0.0001621246337890625
3213,3246.4970243827083,2015-10-16 10:28:25,3186.495956947647,2,1,0.999818728803037,0.7797790088563337,0.885112318055627,0.0,3.307205283181193,0.0,9.722709364723414e-05,0.0,0,0,0,3246.0,3.825493148429757,3.3077700713982616,0.0
3214,3247.4977283321364,2015-10-16 10:28:26,3187.49666088705,2,1,0.999818728803037,0.7797790088563337,0.885390277204588,0.0,3.308268667016115,0.0,3.24249267578125e-05,0.0,0,0,0,3247.0,3.825493148429757,3.3088327083839366,0.0
3215,3248.512919251112,2015-10-16 10:28:27,3188.5118518110385,2,1,0.9997281080994771,0.7797790088563337,0.88567227251611,0.0,3.309347514066567,0.0,3.24249267578125e-05,0.0,0,0,0,3248.0,3.824799485870301,3.3098951526855673,0.0
3216,3249.51292826389,2015-10-16 10:28:28,3189.5118608238163,2,1,0.999818728803037,0.7797790088563337,0.885950046106193,0.0,3.310410228436232,0.0,3.24249267578125e-05,0.0,0,0,0,3249.0,3.825493148429757,3.3109577896712423,0.0
3217,3250.528503923799,2015-10-16 10:28:29,3190.527436398513,2,1,0.999818728803037,0.7799695837432192,0.886232141975394,0.0,3.311489505912451,0.0,6.480216688942164e-05,0.0,0,0,0,3250.0,3.825817143230026,3.3120205166554726,0.00032401084899902344
3218,3251.5440854532912,2015-10-16 10:28:30,3191.543017988155,2,1,0.999818728803037,0.7799695837432192,0.88651423911649,0.0,3.312568816020488,0.0,6.480216688942164e-05,0.0,0,0,0,3251.0,3.825817143230026,3.3130832436397033,0.0
3219,3252.559671478955,2015-10-16 10:28:31,3192.5586039436444,2,1,0.9999093792964402,0.7800648010708093,0.88679633200657,0.0,3.31364812604128,0.0,6.480216688942164e-05,0.0,0,0,0,3252.0,3.826673000145206,3.3141462083619655,0.00016188621520996094
3220,3253.5597023710948,2015-10-16 10:28:32,3193.558634830772,2,1,0.999818728803037,0.7799695837432192,0.887074112092265,0.0,3.314710959449444,0.0,6.480216688942164e-05,0.0,0,0,0,3253.0,3.825817143230026,3.315208935346196,-0.00016188621520996094
3221,3254.5753348070702,2015-10-16 10:28:33,3194.5742673619843,2,1,0.999818728803037,0.7801601586301048,0.887356228519133,0.0,3.31579041083478,0.0,9.722709364723414e-05,0.0,0,0,0,3254.0,3.8261411380302945,3.316271752328982,0.00032401084899902344
3222,3255.5909085572343,2015-10-16 10:28:34,3195.589841001874,2,1,0.9999093792964402,0.7802553759576949,0.887638316769992,0.0,3.316869773728538,0.0,6.480216688942164e-05,0.0,0,0,0,3255.0,3.826997053713569,3.317334807066125,0.00016188621520996094
3223,3256.6054121334273,2015-10-16 10:28:35,3196.604344292357,2,1,0.9997281080994771,0.7802553759576949,0.887920113640885,0.0,3.317948045262522,0.0,6.480216688942164e-05,0.0,0,0,0,3256.0,3.825609206817248,3.3183974762902406,0.0
3224,3257.6065137759697,2015-10-16 10:28:36,3197.605446225622,2,1,0.999818728803037,0.7802553759576949,0.888198183362408,0.0,3.31901208230607,0.0,6.480216688942164e-05,0.0,0,0,0,3257.0,3.826303016227044,3.3194603382391925,0.0
3225,3258.6221237361015,2015-10-16 10:28:37,3198.6210562058036,2,1,0.999818728803037,0.7802553759576949,0.888480286810727,0.0,3.32009156875772,0.0,3.237724376958795e-05,0.0,0,0,0,3258.0,3.826303016227044,3.3205232001881444,0.0
3226,3259.622289347968,2015-10-16 10:28:38,3199.6212218176697,2,1,0.9999093792964402,0.7804459508445805,0.888758106274544,0.0,3.321154687887201,0.0,9.71794142969884e-05,0.0,0,0,0,3259.0,3.827321107281932,3.3215863449401675,0.00032401084899902344
3227,3260.637695591943,2015-10-16 10:28:39,3200.6366280616458,2,1,0.9997281080994771,0.7804459508445805,0.889040162933265,0.0,3.322234047972736,0.0,6.480216688942164e-05,0.0,0,0,0,3260.0,3.8259331428687346,3.32264910414652,0.0
3228,3261.653340062822,2015-10-16 10:28:40,3201.652272527511,2,1,0.9999093792964402,0.7804459508445805,0.889322274779681,0.0,3.323313627003342,0.0,6.480216688942164e-05,0.0,0,0,0,3261.0,3.827321107281932,3.323712248898543,0.0
3229,3262.6689112165336,2015-10-16 10:28:41,3202.667843681223,2,1,0.999818728803037,0.7804459508445805,0.88960437647587,0.0,3.32439318971264,0.0,9.71794142969884e-05,0.0,0,0,0,3262.0,3.8266270110273126,3.3247752008460507,0.0
3230,3263.6833331799508,2015-10-16 10:28:42,3203.6822656195777,2,1,0.9999093792964402,0.7804459508445805,0.889799682797976,0.0,3.325140613360615,0.0,3.237724376958795e-05,0.0,0,0,0,3263.0,3.827321107281932,3.3258383455980733,0.0
3231,3264.684637024888,2015-10-16 10:28:43,3204.6835695597524,2,1,0.999818728803037,0.7806365257314665,0.890164295059201,0.0,3.326535978806272,0.0,6.480179581558332e-05,0.0,0,0,0,3264.0,3.8269510058275813,3.3269013875441367,0.00032401084899902344
3232,3265.700147698331,2015-10-16 10:28:44,3205.6990801630204,2,1,0.9999093792964402,0.7806365257314665,0.890446366175765,0.0,3.327615486016221,0.0,6.480216688942164e-05,0.0,0,0,0,3265.0,3.8276451608502953,3.3279646223110397,0.0
3233,3266.7157370221894,2015-10-16 10:28:45,3206.714669486879,2,1,0.9997281080994771,0.7805413084038759,0.890728468232005,0.0,3.328695137990635,0.0,3.24249267578125e-05,0.0,0,0,0,3266.0,3.8260952300762483,3.3290274265416167,-0.00016188621520996094
3234,3267.7157806108753,2015-10-16 10:28:46,3207.714713175814,2,1,0.9997281080994771,0.7807318832907615,0.891006250682911,0.0,3.329758285976821,0.0,9.722709364723414e-05,0.0,0,0,0,3267.0,3.826419166127735,3.33009032075443,0.00032401084899902344
3235,3268.731382846815,2015-10-16 10:28:47,3208.7303154067417,2,1,1.0,0.780827100618352,0.891288359460768,0.0,3.330838009731687,0.0,9.71794142969884e-05,0.0,0,0,0,3268.0,3.8286632000748,3.331153838310006,0.00016188621520996094
3236,3269.7314359391135,2015-10-16 10:28:48,3209.7303683837536,2,1,1.0,0.780922458177647,0.891566148076339,0.0,3.331901220035988,0.0,6.480216688942164e-05,0.0,0,0,0,3269.0,3.828825375479994,3.332217400914306,0.0001621246337890625
3237,3270.746954968317,2015-10-16 10:28:49,3210.7458874330064,2,1,0.9999093792964402,0.780922458177647,0.891848231761685,0.0,3.332980887117609,0.0,9.722709364723414e-05,0.0,0,0,0,3270.0,3.8281313604278466,3.3332807707366467,0.0
3238,3271.762564417179,2015-10-16 10:28:50,3211.7614968768553,2,1,0.999818728803037,0.780922458177647,0.892130327987993,0.0,3.334060618377364,0.0,6.480216688942164e-05,0.0,0,0,0,3271.0,3.8274371172313693,3.3343439477136556,0.0
3239,3272.7626432434163,2015-10-16 10:28:51,3212.7615758935663,2,1,0.999818728803037,0.780922458177647,0.892408115166048,0.0,3.335123884693922,0.0,3.24249267578125e-05,0.0,0,0,0,3272.0,3.8274371172313693,3.335407124690665,0.0
3240,3273.7776937785916,2015-10-16 10:28:52,3213.776626238269,2,1,0.999818728803037,0.7810178157369425,0.892690067107665,0.0,3.336203119245526,0.0,9.722709364723414e-05,0.0,0,0,0,3273.0,3.8275992338348885,3.336470346700063,0.0001621246337890625
3241,3274.77825622143,2015-10-16 10:28:53,3214.777188761307,2,1,0.999818728803037,0.7810178157369425,0.892967981472179,0.0,3.337266916372522,0.0,6.4849853515625e-05,0.0,0,0,0,3274.0,3.8275992338348885,3.337533568709462,0.0
3242,3275.793762268378,2015-10-16 10:28:54,3215.7926947330675,2,1,0.999818728803037,0.7811130330645326,0.893250057993865,0.0,3.338346666455672,0.0,6.480216688942164e-05,0.0,0,0,0,3275.0,3.827761112031638,3.3385968356850264,0.00016188621520996094
3243,3276.793790328481,2015-10-16 10:28:55,3216.792722793171,2,1,0.999818728803037,0.7812083906238281,0.893527829818171,0.0,3.339409962316088,0.0,9.722709364723414e-05,0.0,0,0,0,3276.0,3.827923228635157,3.3396601476929804,0.0001621246337890625
3244,3277.8092091787785,2015-10-16 10:28:56,3217.808141643468,2,1,0.9999093792964402,0.7812083906238281,0.893809873911389,0.0,3.340489636799535,0.0,6.480216688942164e-05,0.0,0,0,0,3277.0,3.828617560005398,3.3407236525707598,0.0
3245,3278.8094178225624,2015-10-16 10:28:57,3218.8083502621894,2,1,0.999637457606074,0.7812083906238281,0.894087686800184,0.0,3.34155312075392,0.0,3.24249267578125e-05,0.0,0,0,0,3278.0,3.8265347940679817,3.341786578902446,0.0
3246,3279.824753706721,2015-10-16 10:28:58,3219.8236863618836,2,1,0.999818728803037,0.7813036079514182,0.894369707894167,0.0,3.342632736343624,0.0,9.71794142969884e-05,0.0,0,0,0,3279.0,3.8280851068319066,3.3428499358765658,0.00016188621520996094
3247,3280.825013166764,2015-10-16 10:28:59,3220.8239457216773,2,1,0.9999093792964402,0.7813989655107136,0.894647540815509,0.0,3.343696334230395,0.0,9.722709364723414e-05,0.0,0,0,0,3280.0,3.828941613573761,3.343913530769225,0.0001621246337890625
3248,3281.840568601421,2015-10-16 10:29:00,3221.839501061098,2,1,0.999818728803037,0.7813036079514182,0.894929619673783,0.0,3.344776208912616,0.0,3.237724376958795e-05,0.0,0,0,0,3281.0,3.8280851068319066,3.344976887743345,-0.0001621246337890625
3249,3282.8405817645107,2015-10-16 10:29:01,3222.839514234213,2,1,0.999818728803037,0.7813036079514182,0.895207377515137,0.0,3.34583955666877,0.0,6.480216688942164e-05,0.0,0,0,0,3282.0,3.8280851068319066,3.3460402447174653,0.0
3250,3283.856313141316,2015-10-16 10:29:02,3223.8552457012424,2,1,0.999818728803037,0.7814941828383037,0.895489513919926,0.0,3.346919701601684,0.0,9.71794142969884e-05,0.0,0,0,0,3283.0,3.8284091016321753,3.347103691690141,0.00032401084899902344
3251,3284.8718350326308,2015-10-16 10:29:03,3224.8707675023325,2,1,0.9999093792964402,0.7815895403975992,0.895771582248941,0.0,3.347999608380587,0.0,0.00012960433377884328,0.0,0,0,0,3284.0,3.829265667142124,3.3481673765976803,0.0001621246337890625
3252,3285.8874138804604,2015-10-16 10:29:04,3225.8863463451494,2,1,0.999818728803037,0.7814941828383037,0.896053670750405,0.0,3.349079618025225,0.0,3.237724376958795e-05,0.0,0,0,0,3285.0,3.8284091016321753,3.349230823570356,-0.0001621246337890625
3253,3286.9020330137687,2015-10-16 10:29:05,3226.900965167686,2,1,0.9999093792964402,0.7816847577251893,0.896335501222903,0.0,3.350158669692702,0.0,0.00012960433377884328,0.0,0,0,0,3286.0,3.829427574701299,3.3502945534522173,0.00032401084899902344
3254,3287.9030339260353,2015-10-16 10:29:06,3227.901966370675,2,1,0.9999093792964402,0.7816847577251893,0.896613546118102,0.0,3.351223239204018,0.0,6.480216688942164e-05,0.0,0,0,0,3287.0,3.829427574701299,3.3513582833340787,0.0
3255,3288.918616046997,2015-10-16 10:29:07,3228.917548606923,2,1,0.9999093792964402,0.7816847577251893,0.896895639910347,0.0,3.352303346456886,0.0,6.480216688942164e-05,0.0,0,0,0,3288.0,3.829427574701299,3.35242201321594,0.0
3256,3289.9186812694347,2015-10-16 10:29:08,3229.9176137090617,2,1,0.9997281080994771,0.7816847577251893,0.897173417664096,0.0,3.353366942691617,0.0,3.237724376958795e-05,0.0,0,0,0,3289.0,3.8280388463851693,3.353485357339936,0.0
3257,3290.934286633146,2015-10-16 10:29:09,3230.9332190978353,2,1,0.999818728803037,0.7818753326120753,0.897455522222578,0.0,3.354447131966709,0.0,9.71794142969884e-05,0.0,0,0,0,3290.0,3.8290570912327127,3.3545489843097225,0.00032401084899902344
3258,3291.948886869502,2015-10-16 10:29:10,3231.947819314142,2,1,0.9997281080994771,0.7816847577251893,0.897733276591884,0.0,3.355510680511816,0.0,3.237724376958795e-05,0.0,0,0,0,3291.0,3.8280388463851693,3.3556123284337183,-0.00032401084899902344
3259,3292.9498367800493,2015-10-16 10:29:11,3232.9487692497514,2,1,0.9999093792964402,0.7819706901713703,0.898015376625888,0.0,3.356590900697265,0.0,0.00012960433377884328,0.0,0,0,0,3292.0,3.8299137742788503,3.356676193371018,0.00048613548278808594
3260,3293.965461907867,2015-10-16 10:29:12,3233.9643943725564,2,1,0.9999093792964402,0.7819706901713703,0.898297483870966,0.0,3.357671165264829,0.0,6.480216688942164e-05,0.0,0,0,0,3293.0,3.8299137742788503,3.357740058308318,0.0
3261,3294.9655079827294,2015-10-16 10:29:13,3234.964440537643,2,1,0.9999093792964402,0.7820659074989609,0.898575262685374,0.0,3.358734872127436,0.0,9.71794142969884e-05,0.0,0,0,0,3294.0,3.830075681838025,3.35880396821994,0.00016188621520996094
3262,3295.9810628409546,2015-10-16 10:29:14,3235.9799953006313,2,1,0.999818728803037,0.7819706901713703,0.898857355873606,0.0,3.359815126837487,0.0,3.24249267578125e-05,0.0,0,0,0,3295.0,3.829219207836232,3.359867640222117,-0.00016188621520996094
3263,3296.98108684097,2015-10-16 10:29:15,3236.9800193056594,2,1,0.999818728803037,0.7820659074989609,0.899135136389661,0.0,3.360878886932757,0.0,9.71794142969884e-05,0.0,0,0,0,3296.0,3.8293810860329813,3.3609313571904593,0.00016188621520996094
3264,3297.9960413074523,2015-10-16 10:29:16,3237.9949737721417,2,1,0.9999093792964402,0.7821612650582559,0.899417061255634,0.0,3.361958541289082,0.0,9.722709364723414e-05,0.0,0,0,0,3297.0,3.8302378278472133,3.361995312142639,0.0001621246337890625
3265,3299.012290836667,2015-10-16 10:29:17,3239.01122339158,2,1,0.999818728803037,0.7821612650582559,0.89969932865386,0.0,3.36303953384556,0.0,9.722709364723414e-05,0.0,0,0,0,3298.0,3.8295432026365006,3.3630590741433717,0.0
3266,3300.0279719285336,2015-10-16 10:29:18,3240.026904393223,2,1,0.999818728803037,0.7822566226175514,0.899981450284671,0.0,3.364119987542623,0.0,9.722709364723414e-05,0.0,0,0,0,3299.0,3.82970531924002,3.364122881176494,0.0001621246337890625
3267,3301.042632038653,2015-10-16 10:29:19,3241.041564568505,2,1,0.9999093792964402,0.7822566226175514,0.900259182149632,0.0,3.365183654194892,0.0,9.722709364723414e-05,0.0,0,0,0,3300.0,3.8303999738564016,3.365186881169232,0.0
3268,3302.0434219667054,2015-10-16 10:29:20,3242.0423545266317,2,1,0.999818728803037,0.7822566226175514,0.900541274550759,0.0,3.366264040954754,0.0,3.24249267578125e-05,0.0,0,0,0,3301.0,3.82970531924002,3.366250688202354,0.0
3269,3303.0591071938466,2015-10-16 10:29:21,3243.058039658536,2,1,1.0,0.7823518399451415,0.900823398848228,0.0,3.367344566032392,0.0,6.480216688942164e-05,0.0,0,0,0,3302.0,3.831256337105202,3.3673149260737723,0.00016188621520996094
3270,3304.074713560049,2015-10-16 10:29:22,3244.073645994664,2,1,0.9997281080994771,0.7822566226175514,0.901105502074829,0.0,3.368425039232027,0.0,0.0,0.0,0,0,0,3303.0,3.8290108929031703,3.36837854021069,-0.00016188621520996094
3271,3305.07473289347,2015-10-16 10:29:23,3245.073665338109,2,1,0.999818728803037,0.7824471975044369,0.901383264808477,0.0,3.369488904268188,0.0,6.480216688942164e-05,0.0,0,0,0,3304.0,3.8300293140402886,3.3694424372423675,0.00032401084899902344
3272,3306.090213888172,2015-10-16 10:29:24,3246.0891463528615,2,1,0.9997281080994771,0.7824471975044369,0.901665324157653,0.0,3.370569252633369,0.0,6.480216688942164e-05,0.0,0,0,0,3305.0,3.829334828954657,3.370506141361522,0.0
3273,3307.105956522949,2015-10-16 10:29:25,3247.1048889675885,2,1,0.999818728803037,0.782542414832027,0.901947464063669,0.0,3.371649933468046,0.0,6.480216688942164e-05,0.0,0,0,0,3306.0,3.830191192237038,3.3715700833593654,0.00016188621520996094
3274,3308.12117657932,2015-10-16 10:29:26,3248.120109139246,2,1,0.9999093792964402,0.7826377723913225,0.902229456880708,0.0,3.37273007162312,0.0,6.480216688942164e-05,0.0,0,0,0,3307.0,3.8310480809931278,3.3726342633818636,0.0001621246337890625
3275,3309.1212959212235,2015-10-16 10:29:27,3249.1202284811493,2,1,0.999818728803037,0.7826377723913225,0.902507261532823,0.0,3.373794195646501,0.0,6.480216688942164e-05,0.0,0,0,0,3308.0,3.8303533088405572,3.373698250412097,0.0
3276,3310.136668210835,2015-10-16 10:29:28,3250.135600660487,2,1,0.999818728803037,0.7827329897189126,0.902785001360867,0.0,3.374858080852935,0.0,9.71794142969884e-05,0.0,0,0,0,3309.0,3.8305151870373066,3.374762282408496,0.00016188621520996094
3277,3311.1371346701917,2015-10-16 10:29:29,3251.136067230118,2,1,0.999818728803037,0.7827329897189126,0.903067182744484,0.0,3.37593899939921,0.0,6.480216688942164e-05,0.0,0,0,0,3310.0,3.8305151870373066,3.3758263144048954,0.0
3278,3312.1371540236623,2015-10-16 10:29:30,3252.136086578576,2,1,0.999818728803037,0.7827329897189126,0.903344948611504,0.0,3.377003029354941,0.0,3.237724376958795e-05,0.0,0,0,0,3311.0,3.8305151870373066,3.3768903464012943,0.0
3279,3313.1371916776025,2015-10-16 10:29:31,3253.1361242375287,2,1,0.999818728803037,0.7827329897189126,0.903622740802556,0.0,3.378067178055764,0.0,3.237724376958795e-05,0.0,0,0,0,3312.0,3.8305151870373066,3.3779543783976935,0.0
3280,3314.152766901428,2015-10-16 10:29:32,3254.151699461354,2,1,0.9997281080994771,0.782828347278208,0.903904834272473,0.0,3.379147827966749,0.0,9.722709364723414e-05,0.0,0,0,0,3313.0,3.829982701057631,3.379018262481321,0.0001621246337890625
3281,3315.168344531231,2015-10-16 10:29:33,3255.1672769959205,2,1,0.9997281080994771,0.782828347278208,0.904186926345481,0.0,3.380228495391005,0.0,6.480216688942164e-05,0.0,0,0,0,3314.0,3.829982701057631,3.380082146564948,0.0
3282,3316.1839384665477,2015-10-16 10:29:34,3256.1828710264735,2,1,0.9999093792964402,0.7830189221650936,0.904469024977451,0.0,3.381309206534732,0.0,6.480216688942164e-05,0.0,0,0,0,3315.0,3.831696188129854,3.381146506617206,0.00032401084899902344
3283,3317.1839412889444,2015-10-16 10:29:35,3257.182873753634,2,1,0.999818728803037,0.7830189221650936,0.904746797215118,0.0,3.382373373384784,0.0,9.722709364723414e-05,0.0,0,0,0,3316.0,3.8310012984410946,3.382210673644551,0.0
3284,3318.1839417204014,2015-10-16 10:29:36,3258.1828741850904,2,1,0.999818728803037,0.7829235646057982,0.905024562945497,0.0,3.383437537821573,0.0,6.480216688942164e-05,0.0,0,0,0,3317.0,3.8308391818375753,3.3832747956395055,-0.0001621246337890625
3285,3319.1839608132245,2015-10-16 10:29:37,3259.182893282926,2,1,0.999818728803037,0.7831141394926842,0.905302336969634,0.0,3.384501756872075,0.0,6.480216688942164e-05,0.0,0,0,0,3318.0,3.831163176637844,3.384339007633016,0.00032401084899902344
3286,3320.1995320822234,2015-10-16 10:29:38,3260.1984645419006,2,1,0.9999093792964402,0.7832094970519792,0.905584430019648,0.0,3.385582548896165,0.0,0.00012960433377884328,0.0,0,0,0,3319.0,3.832020241698217,3.3854034577001544,0.0001621246337890625
3287,3321.2151407892416,2015-10-16 10:29:39,3261.2140733491674,2,1,0.999818728803037,0.7832094970519792,0.905866540267093,0.0,3.386663438867802,0.0,9.722709364723414e-05,0.0,0,0,0,3320.0,3.8313252932413633,3.386467714726055,0.0
3288,3322.230774894364,2015-10-16 10:29:40,3262.2297073590535,2,1,0.9999093792964402,0.7832094970519792,0.906148657880547,0.0,3.387744381659586,0.0,9.722709364723414e-05,0.0,0,0,0,3321.0,3.832020241698217,3.3875321647931935,0.0
3289,3323.2308343023547,2015-10-16 10:29:41,3263.229766741982,2,1,0.9997281080994771,0.7833047143795697,0.906426436832372,0.0,3.388808715920291,0.0,6.480216688942164e-05,0.0,0,0,0,3322.0,3.8307924220045777,3.3885962737993056,0.00016188621520996094
3290,3324.2464252001237,2015-10-16 10:29:42,3264.245357649776,2,1,0.999818728803037,0.7833047143795697,0.906708535001503,0.0,3.389889622172825,0.0,6.480216688942164e-05,0.0,0,0,0,3323.0,3.8314871714381127,3.3896605757913716,0.0
3291,3325.2619803590956,2015-10-16 10:29:43,3265.2609128287977,2,1,0.999818728803037,0.7834000719388647,0.906990629526842,0.0,3.390970532719609,0.0,9.722709364723414e-05,0.0,0,0,0,3324.0,3.831649288041632,3.390724922815828,0.0001621246337890625
3292,3326.2775007617115,2015-10-16 10:29:44,3266.2764332213887,2,1,0.999818728803037,0.7834000719388647,0.907272704136036,0.0,3.392051391584122,0.0,6.480216688942164e-05,0.0,0,0,0,3325.0,3.831649288041632,3.391789269840284,0.0
3293,3327.277610870675,2015-10-16 10:29:45,3267.2765433403765,2,1,0.999818728803037,0.7834952892664553,0.907550508546535,0.0,3.39311591198928,0.0,6.480216688942164e-05,0.0,0,0,0,3326.0,3.8318111662383814,3.3928536618309058,0.00016188621520996094
3294,3328.2776319985537,2015-10-16 10:29:46,3268.27656455848,2,1,0.999818728803037,0.7835906468257503,0.907828284753287,0.0,3.39418034790063,0.0,0.00012960433377884328,0.0,0,0,0,3327.0,3.8319732828419006,3.3939180988539177,0.0001621246337890625
3295,3329.293260665164,2015-10-16 10:29:47,3269.292193255165,2,1,0.9999093792964402,0.7835906468257503,0.908110393790827,0.0,3.395261400240471,0.0,6.480216688942164e-05,0.0,0,0,0,3328.0,3.832668348834943,3.3949827289508163,0.0
3296,3330.3087934886407,2015-10-16 10:29:48,3270.30772595333,2,1,0.999818728803037,0.7836860043850458,0.908392474544276,0.0,3.396342369795239,0.0,9.722709364723414e-05,0.0,0,0,0,3329.0,3.83213539944542,3.396047211006218,0.0001621246337890625
3297,3331.3244867357084,2015-10-16 10:29:49,3271.3234192054106,2,1,0.999818728803037,0.7835906468257503,0.908674603917949,0.0,3.39742355563204,0.0,3.24249267578125e-05,0.0,0,0,0,3330.0,3.8319732828419006,3.3971116480292296,-0.0001621246337890625
3298,3332.340035122855,2015-10-16 10:29:50,3272.338967562482,2,1,0.999818728803037,0.7836860043850458,0.908956701288925,0.0,3.398504640989603,0.0,6.4849853515625e-05,0.0,0,0,0,3331.0,3.83213539944542,3.398176130084631,0.0001621246337890625
3299,3333.3556841049412,2015-10-16 10:29:51,3273.354616549581,2,1,0.9999093792964402,0.7837812217126359,0.909238816357632,0.0,3.399585813101609,0.0,6.480216688942164e-05,0.0,0,0,0,3332.0,3.832992402403306,3.39924085019641,0.00016188621520996094
3300,3334.3703418792575,2015-10-16 10:29:53,3274.369274323897,2,1,0.9999093792964402,0.7837812217126359,0.909516581450103,0.0,3.40065034599922,0.0,9.722709364723414e-05,0.0,0,0,0,3334.0,3.832992402403306,3.4013702904199676,0.0
3301,3335.371282546839,2015-10-16 10:29:54,3275.370214991479,2,1,0.9999093792964402,0.7837812217126359,0.909798689680214,0.0,3.401731532715142,0.0,3.237724376958795e-05,0.0,0,0,0,3335.0,3.832992402403306,3.4024350105317462,0.0
3302,3336.386839846129,2015-10-16 10:29:55,3276.3857723108185,2,1,0.999818728803037,0.7838765792719313,0.910080780472428,0.0,3.402812697628301,0.0,6.480216688942164e-05,0.0,0,0,0,3336.0,3.8324593942456886,3.4034995825857033,0.0001621246337890625
